Crop,Year,Sow_Month,Vegetative_Dur,Reproductive_Dur,Maturity_Dur,Temp_C,Rainfall_mm,Humidity_%,SoilMoist_%,Vegetative_Irrig_lphw,Reproductive_Irrig_lphw,Maturity_Irrig_lphw
Groundnut,2008,June,28,56,23,28.77,506.6,75.3,19.0,4.89,3.38,3.17
Cotton,2010,July,44,67,28,27.42,415.0,67.8,19.3,5.65,3.51,4.21
Sorghum,2024,June,45,42,22,27.83,592.1,68.1,36.5,4.27,4.11,2.68
Maize,2009,June,26,34,17,28.46,454.2,66.4,30.5,5.11,2.64,2.26
Chickpea,2024,October,21,42,16,21.16,249.9,71.4,20.6,2.97,2.61,2.05
Soybean,2016,June,31,44,19,28.99,364.0,67.9,22.8,4.52,4.5,3.08
Groundnut,2005,June,35,53,25,31.39,537.3,65.7,15.8,4.73,3.75,2.74
Chickpea,2012,October,14,30,13,23.1,133.0,72.3,13.6,3.11,1.99,2.23
Maize,2005,July,30,34,19,23.32,547.3,70.6,26.7,4.73,3.56,3.22
Chickpea,2009,October,28,36,29,23.17,214.2,72.8,20.7,3.8,3.2,1.86
Soybean,2010,June,31,26,19,32.02,451.0,71.3,25.5,4.12,4.56,2.76
Maize,2007,July,24,37,17,24.94,519.4,73.9,22.9,5.51,5.03,2.94
Chickpea,2019,October,24,36,23,21.23,258.8,59.8,18.0,2.34,2.83,2.59
Soybean,2009,July,23,65,16,32.1,400.0,79.5,19.6,4.48,3.6,2.06
Sorghum,2018,June,46,41,30,22.57,386.5,60.1,14.0,3.65,3.28,2.91
Sorghum,2022,June,31,68,20,28.56,417.1,71.3,24.6,2.81,4.65,2.73
Chickpea,2020,November,23,30,16,22.43,236.5,64.9,14.5,2.26,2.25,1.8
Cotton,2010,July,35,68,31,28.61,421.4,65.3,22.4,6.38,4.92,4.41
Chickpea,2018,October,26,39,22,22.71,241.0,52.5,18.9,3.63,2.2,2.4
Paddy,2012,July,26,49,15,26.58,508.9,78.5,35.7,7.82,5.72,5.95
Maize,2011,June,21,40,18,27.48,601.5,73.3,32.0,6.65,3.77,2.31
Paddy,2012,July,34,49,21,27.51,698.0,80.6,42.2,6.47,5.66,4.64
Paddy,2017,June,42,38,24,30.01,1101.8,81.1,25.1,8.82,7.48,4.83
Soybean,2010,June,39,53,10,26.05,744.1,68.5,30.0,4.15,3.66,2.04
Chickpea,2022,November,25,41,20,20.91,204.9,71.3,22.6,3.42,2.67,1.88
Sorghum,2006,July,44,45,25,30.4,487.2,68.5,25.9,4.29,3.33,2.51
Paddy,2012,July,25,51,23,26.54,959.4,71.3,37.2,9.06,7.67,5.81
Cotton,2015,July,46,63,11,34.1,306.5,76.3,25.3,7.14,4.42,4.09
Paddy,2005,July,35,47,26,27.82,917.2,78.3,28.8,8.45,7.62,4.91
Chickpea,2010,November,15,30,24,21.8,170.1,67.3,22.8,1.98,1.87,1.8
Maize,2020,July,27,45,23,27.1,542.8,60.5,16.6,4.61,4.48,2.73
Soybean,2024,June,32,41,15,29.9,551.2,77.7,26.6,5.96,4.6,2.23
Cotton,2016,August,49,71,27,24.32,607.8,79.6,27.6,6.98,3.77,3.84
Maize,2015,June,25,36,21,27.95,354.5,73.7,16.8,6.53,3.89,3.78
Soybean,2014,June,35,46,11,27.47,512.8,69.6,15.1,4.22,3.74,1.78
Maize,2007,July,27,45,21,29.04,603.9,71.1,22.9,4.49,3.79,3.19
Soybean,2017,July,25,45,13,27.4,599.4,71.0,34.2,3.24,4.18,1.67
Chickpea,2007,October,24,33,22,21.97,158.2,67.7,13.6,3.07,3.11,2.36
Sorghum,2019,June,27,53,30,27.49,576.8,53.3,26.8,3.74,3.41,3.16
Chickpea,2020,October,32,40,16,21.27,226.4,60.1,16.6,2.64,2.79,2.79
Chickpea,2017,November,25,54,13,20.0,317.0,75.8,19.3,2.78,2.79,2.87
Sorghum,2021,June,35,47,22,27.0,496.4,68.3,21.3,4.4,3.2,3.02
Soybean,2007,July,28,50,13,27.44,597.0,71.4,22.3,5.11,3.75,1.71
Soybean,2024,June,28,40,19,29.11,497.7,68.1,26.3,4.46,3.64,2.21
Groundnut,2015,June,24,63,15,26.26,510.2,75.5,28.6,5.48,2.48,2.61
Groundnut,2023,June,37,54,14,26.32,585.5,69.4,20.5,4.85,5.51,2.55
Maize,2015,July,33,26,18,24.69,660.1,74.3,30.0,5.6,4.94,3.17
Groundnut,2020,June,32,59,20,29.01,572.2,76.2,22.1,5.36,4.67,3.12
Sorghum,2007,July,30,33,20,27.43,487.9,68.9,24.7,4.37,2.14,2.11
Sorghum,2010,June,34,52,24,27.1,434.4,75.4,27.4,3.75,3.31,2.85
Soybean,2018,July,24,38,11,21.65,474.5,71.2,16.9,4.89,3.63,2.74
Sorghum,2022,June,23,61,12,28.68,250.1,75.1,22.0,4.74,3.4,3.38
Paddy,2021,June,42,62,36,25.88,897.6,74.1,27.2,7.82,4.89,6.61
Paddy,2008,August,40,59,24,30.69,990.3,79.0,34.0,7.87,8.2,5.98
Cotton,2019,August,44,71,36,30.57,644.2,74.9,19.3,6.35,4.39,2.95
Groundnut,2015,June,29,63,23,26.84,442.9,72.0,14.0,4.53,3.09,2.99
Maize,2007,July,22,41,20,23.44,474.1,72.8,21.1,5.65,4.04,2.92
Sorghum,2007,June,41,49,20,34.95,405.4,72.2,30.5,4.9,3.56,2.55
Soybean,2020,July,33,49,11,29.22,427.2,74.6,18.9,4.72,3.89,2.56
Soybean,2009,June,30,46,16,28.52,667.8,70.1,27.1,4.19,2.73,3.14
Groundnut,2014,June,25,61,20,29.45,643.3,63.1,25.1,5.79,3.38,3.21
Paddy,2023,July,31,48,33,27.67,1079.2,88.3,44.2,6.92,7.25,6.71
Chickpea,2008,November,23,37,12,23.27,225.7,54.8,16.3,3.4,1.9,1.69
Soybean,2023,June,28,51,24,29.78,614.1,79.4,24.3,4.18,3.59,3.05
Cotton,2015,June,42,59,33,31.45,340.1,68.7,15.2,6.36,5.14,3.53
Maize,2006,June,27,38,23,22.64,509.5,70.1,16.9,4.49,5.35,3.34
Maize,2014,June,30,43,17,25.37,584.1,70.1,30.8,6.22,4.28,2.52
Chickpea,2015,November,23,42,26,20.39,139.9,54.8,20.3,3.07,2.02,1.67
Chickpea,2024,November,23,47,19,23.11,204.0,76.2,16.7,2.66,2.86,2.24
Soybean,2020,July,27,51,5,27.51,248.6,79.4,32.1,4.47,5.01,2.1
Maize,2023,June,27,41,25,26.45,316.7,62.9,29.4,3.71,3.88,2.35
Maize,2015,July,28,49,30,24.16,564.2,72.8,21.1,4.22,5.32,2.39
Cotton,2018,August,38,48,41,28.03,531.7,74.0,19.7,3.73,4.04,4.15
Chickpea,2006,October,29,37,22,20.92,193.1,69.3,18.2,2.15,2.71,1.87
Cotton,2009,June,47,50,39,26.32,644.9,82.3,21.7,4.36,5.84,3.85
Soybean,2009,June,27,37,18,28.82,566.4,76.1,22.0,4.49,4.38,2.83
Cotton,2023,August,37,61,31,29.67,487.4,77.7,15.7,8.6,4.1,4.83
Soybean,2016,July,32,35,9,25.01,524.1,79.8,19.6,3.75,3.14,2.72
Sorghum,2022,June,33,57,18,28.17,573.8,63.9,18.6,3.5,4.18,2.93
Sorghum,2008,July,19,41,24,26.61,603.3,82.3,22.6,3.71,2.9,3.25
Groundnut,2021,June,26,51,14,28.13,442.3,64.1,16.8,5.87,5.18,3.14
Groundnut,2014,June,30,57,29,26.98,381.2,73.7,23.0,5.17,3.01,3.73
Cotton,2024,June,35,44,36,35.01,556.9,57.2,26.0,5.15,5.31,3.58
Soybean,2010,June,27,46,15,27.07,484.0,74.7,13.2,3.33,3.68,3.12
Chickpea,2018,October,22,35,24,22.13,373.3,57.3,23.0,2.74,2.7,1.48
Sorghum,2015,June,36,42,24,31.58,606.1,84.9,30.6,4.3,3.19,3.36
Cotton,2015,June,44,66,24,28.39,569.7,65.9,19.6,5.11,4.93,4.91
Paddy,2022,July,26,49,20,25.24,717.5,73.1,24.4,7.12,7.54,6.17
Maize,2022,June,37,37,25,23.73,527.9,65.9,20.7,7.19,3.69,2.61
Paddy,2015,August,33,57,26,26.52,749.5,75.0,31.1,6.69,7.4,7.25
Groundnut,2016,June,18,59,19,30.02,456.8,80.9,20.1,5.36,4.42,3.28
Soybean,2009,July,30,45,15,27.34,636.3,83.4,13.6,4.06,2.25,2.75
Chickpea,2013,October,26,38,23,24.91,324.9,63.4,13.5,2.99,2.08,1.77
Cotton,2013,July,49,61,31,25.38,475.4,70.6,20.9,6.4,6.27,3.92
Sorghum,2014,July,50,48,16,30.52,401.4,68.5,36.2,3.92,3.6,2.91
Soybean,2023,June,30,38,17,26.55,270.2,69.6,21.6,4.77,4.17,2.1
Maize,2005,June,28,48,24,26.22,535.4,74.8,22.6,5.41,4.61,3.32
Soybean,2011,July,33,47,22,25.35,592.8,67.1,19.0,6.58,4.15,3.42
Paddy,2008,August,35,49,23,24.25,478.0,78.3,31.9,6.63,7.48,6.26
Paddy,2005,July,27,51,26,27.31,552.2,75.4,26.3,7.75,7.6,5.29
Sorghum,2019,June,32,39,17,29.25,442.9,73.6,20.7,2.99,4.77,3.03
Maize,2012,July,20,38,17,26.73,336.3,69.1,25.0,4.19,4.59,3.51
Chickpea,2016,October,29,38,17,25.86,139.8,78.7,19.0,3.7,2.12,2.38
Maize,2022,June,26,40,19,30.63,496.1,63.2,25.5,4.47,3.19,2.57
Sorghum,2019,July,30,35,16,27.5,510.2,73.4,26.3,4.6,3.56,3.18
Maize,2021,June,27,43,17,28.56,475.9,59.5,22.3,4.29,5.04,2.2
Sorghum,2018,July,39,38,18,32.23,314.0,58.6,30.9,3.99,2.22,2.69
Paddy,2018,July,35,70,22,26.82,883.9,71.5,37.7,7.6,7.26,5.46
Groundnut,2022,June,38,64,20,26.55,601.8,79.4,16.4,5.07,4.16,3.85
Sorghum,2024,July,33,53,24,29.68,400.1,80.2,21.9,4.83,4.12,3.02
Maize,2022,June,22,33,31,24.71,441.3,65.9,14.0,3.69,4.85,2.8
Maize,2020,July,21,30,23,28.92,731.8,66.0,23.3,5.66,4.84,3.23
Groundnut,2005,June,33,49,20,27.25,594.0,79.4,38.4,6.53,2.73,2.58
Soybean,2015,July,32,49,20,31.76,470.8,67.2,25.3,5.25,3.9,2.41
Sorghum,2019,July,35,53,17,26.65,475.0,62.7,19.4,2.75,3.23,2.08
Paddy,2016,June,33,50,18,27.84,891.8,82.7,32.2,7.85,5.85,4.95
Maize,2012,June,16,41,26,28.93,525.2,77.7,19.7,5.27,3.91,2.92
Maize,2024,July,23,42,23,27.91,358.8,79.2,21.2,4.03,4.74,2.43
Soybean,2010,July,31,43,16,25.51,433.5,71.7,23.6,4.41,3.94,2.04
Sorghum,2007,July,39,56,15,28.84,589.9,73.8,28.0,4.63,3.91,2.78
Chickpea,2017,October,21,42,21,23.48,226.3,67.3,19.2,3.82,1.86,1.6
Maize,2017,July,30,40,22,23.8,476.2,59.7,20.0,5.29,4.8,2.44
Soybean,2006,June,25,35,15,31.38,481.7,73.6,34.3,2.98,3.93,3.07
Paddy,2009,June,31,55,26,29.43,674.5,80.9,39.3,11.02,8.05,6.33
Groundnut,2021,June,31,67,18,30.59,761.4,73.5,10.9,4.43,4.33,2.7
Cotton,2010,July,49,66,26,28.98,599.4,74.2,18.5,5.64,5.72,5.27
Cotton,2006,June,40,71,37,30.14,498.2,78.0,18.5,6.98,7.2,4.0
Cotton,2008,June,31,62,31,28.64,450.9,70.1,19.1,5.31,5.02,4.72
Groundnut,2015,June,27,50,18,28.23,570.1,76.0,23.2,5.13,4.24,2.18
Soybean,2012,July,31,41,21,27.97,415.2,72.1,29.1,3.32,3.99,2.54
Soybean,2016,June,19,34,14,27.54,688.0,82.0,14.9,4.02,3.48,2.99
Maize,2012,June,25,38,17,23.9,696.3,63.3,22.0,4.33,3.15,3.46
Soybean,2015,June,30,50,12,31.82,810.9,62.6,24.4,5.51,3.41,2.81
Cotton,2024,July,37,58,32,27.12,547.4,74.7,21.2,6.0,4.41,2.84
Sorghum,2012,June,38,52,25,29.19,375.9,57.8,35.0,3.43,3.42,2.76
Groundnut,2012,June,26,63,20,25.88,552.9,73.2,23.6,6.93,3.5,2.43
Maize,2021,July,30,57,16,29.58,463.6,65.7,33.9,6.39,3.78,2.57
Sorghum,2024,July,40,60,21,32.54,490.4,80.3,30.0,3.93,5.22,1.96
Maize,2024,June,21,27,18,30.61,596.6,72.7,24.2,4.47,4.59,3.34
Chickpea,2020,October,29,37,19,22.7,196.0,69.1,12.7,2.27,2.69,1.77
Soybean,2018,July,23,43,15,26.54,432.5,78.0,17.3,4.97,4.57,2.75
Soybean,2015,July,31,46,12,27.09,452.6,82.2,21.7,4.46,3.65,2.34
Sorghum,2011,July,41,57,26,29.59,480.3,66.2,14.4,4.32,2.59,4.28
Sorghum,2020,June,28,48,20,27.41,557.8,67.5,31.6,4.92,2.49,2.52
Maize,2017,July,29,43,20,27.38,321.8,67.1,19.6,3.44,4.46,3.42
Groundnut,2019,June,17,54,18,27.75,338.7,74.3,21.1,4.86,4.75,3.66
Sorghum,2020,June,34,54,14,26.73,465.4,66.8,24.0,4.25,2.91,3.08
Soybean,2013,June,27,53,16,26.84,537.2,67.7,20.5,4.46,3.43,3.28
Cotton,2007,July,57,57,25,27.54,312.8,75.2,23.9,3.08,6.33,3.85
Groundnut,2023,June,26,42,13,29.81,621.3,68.7,11.7,4.97,3.27,3.25
Sorghum,2024,June,36,52,16,26.1,579.7,70.3,25.6,2.62,3.78,3.02
Groundnut,2009,June,28,59,16,29.69,352.2,78.5,17.1,5.59,5.09,3.79
Soybean,2014,July,29,55,11,26.33,489.9,67.1,25.4,5.2,3.46,2.66
Chickpea,2021,November,30,38,20,21.05,218.8,70.8,20.0,3.85,1.9,1.7
Paddy,2019,June,29,48,23,28.72,915.2,80.7,41.3,5.43,5.31,5.43
Cotton,2012,August,45,48,29,28.82,459.3,65.5,25.7,5.82,4.12,4.36
Groundnut,2019,June,33,54,13,23.91,420.9,79.3,25.8,4.48,3.91,3.62
Paddy,2018,June,28,48,29,22.87,538.9,76.4,29.5,7.29,5.13,7.02
Sorghum,2024,June,30,54,29,28.65,444.6,68.2,18.8,2.58,4.02,1.58
Chickpea,2011,November,24,31,21,18.89,223.6,71.4,16.3,2.67,3.01,1.95
Soybean,2016,July,28,50,13,27.58,323.7,65.3,21.5,3.94,3.0,2.34
Chickpea,2021,October,33,43,19,25.0,421.2,60.7,16.8,3.15,2.13,2.4
Soybean,2021,June,29,56,10,26.59,390.3,64.5,23.1,5.56,5.27,2.48
Paddy,2014,June,34,53,24,27.82,763.6,79.2,37.3,5.74,6.74,5.26
Maize,2023,July,29,28,20,25.13,519.7,68.2,16.2,4.37,4.5,4.17
Maize,2018,July,28,25,22,27.66,624.8,63.1,24.6,4.46,2.61,3.05
Chickpea,2015,November,26,47,20,22.12,368.7,73.4,21.1,1.79,2.15,1.91
Groundnut,2006,June,32,62,14,30.16,391.9,77.6,15.5,6.32,4.3,2.97
Sorghum,2022,July,30,62,14,29.02,546.3,79.4,23.0,3.36,3.85,2.26
Paddy,2011,June,45,62,26,27.26,670.2,74.8,32.9,7.59,7.47,6.93
Paddy,2016,June,34,55,34,26.68,1067.5,72.4,25.7,6.99,7.94,6.41
Groundnut,2006,June,34,54,12,30.0,555.4,79.6,23.8,5.36,4.44,3.74
Paddy,2024,July,34,69,19,26.91,852.1,81.9,20.5,8.46,7.92,5.71
Groundnut,2022,June,26,50,22,25.83,376.1,74.4,23.9,5.45,4.58,2.57
Groundnut,2010,June,21,62,13,30.03,318.8,77.4,21.0,6.14,4.73,2.99
Sorghum,2014,July,42,53,10,25.58,225.1,72.7,7.6,4.65,3.39,3.53
Cotton,2024,August,37,62,25,32.45,373.7,79.2,20.3,5.15,4.59,3.84
Soybean,2019,June,24,52,19,32.33,559.9,65.7,27.1,3.23,4.65,2.57
Cotton,2009,July,49,66,31,31.1,611.1,65.4,27.0,5.34,6.42,4.51
Groundnut,2024,June,28,44,21,28.9,653.5,68.8,26.3,6.53,3.52,3.64
Sorghum,2007,June,40,44,18,29.74,607.9,64.8,28.8,4.99,2.88,3.43
Sorghum,2009,June,36,49,30,32.23,299.9,71.4,23.9,4.87,3.75,2.31
Paddy,2012,August,34,54,33,26.48,958.3,80.5,28.1,9.83,7.12,4.0
Sorghum,2012,July,37,64,13,25.02,453.6,65.7,28.7,5.42,4.32,2.54
Sorghum,2012,July,29,43,20,26.86,469.7,68.7,33.5,4.74,4.6,2.24
Soybean,2016,June,32,40,15,28.45,459.3,76.3,19.8,5.25,3.89,2.59
Soybean,2012,June,38,44,16,25.97,480.8,69.0,15.8,3.86,2.67,2.6
Maize,2015,June,32,26,17,28.43,669.2,66.4,21.8,5.21,4.4,3.08
Groundnut,2018,June,33,57,21,32.14,501.7,72.8,19.5,4.67,4.01,2.83
Maize,2012,June,24,38,13,27.22,420.5,65.6,21.9,6.48,3.1,1.89
Soybean,2014,June,33,45,15,26.69,476.2,71.1,29.1,3.06,4.11,3.04
Groundnut,2011,June,20,54,24,27.49,549.5,69.3,21.2,6.35,5.46,3.35
Cotton,2021,August,53,61,22,26.75,786.8,54.7,16.3,8.88,4.68,4.26
Cotton,2008,June,48,51,27,27.09,706.2,93.1,19.1,7.03,6.09,4.28
Soybean,2017,June,24,54,11,29.93,308.6,69.1,24.9,5.07,4.11,2.99
Soybean,2008,June,30,50,16,28.22,516.5,74.3,24.9,4.92,2.05,1.91
Cotton,2009,August,34,58,25,29.96,601.6,82.5,16.3,6.59,3.78,3.22
Soybean,2008,June,32,45,19,32.27,553.8,59.5,25.9,5.09,4.39,3.25
Paddy,2022,July,34,57,23,27.17,597.1,79.6,32.7,7.4,7.61,6.79
Cotton,2010,June,45,66,29,27.32,453.3,67.3,22.6,6.62,6.5,1.87
Soybean,2006,July,39,36,9,25.93,437.0,69.7,26.5,5.69,4.48,3.74
Cotton,2015,August,44,56,20,31.99,725.7,67.1,23.5,7.44,4.89,4.7
Groundnut,2018,June,28,60,30,30.63,489.3,74.2,18.3,5.24,3.62,3.16
Soybean,2009,July,26,43,14,31.25,367.5,63.6,37.0,4.75,4.18,2.82
Paddy,2010,August,38,60,20,26.79,1183.6,79.0,22.3,6.21,7.4,6.82
Paddy,2014,June,46,60,26,26.28,1069.1,72.4,42.1,9.26,6.88,7.3
Cotton,2012,August,48,57,34,32.42,568.0,74.2,27.3,7.02,4.31,3.85
Sorghum,2018,June,41,62,20,30.36,422.0,72.1,34.4,6.12,3.17,3.68
Soybean,2007,July,31,58,11,26.83,613.6,69.2,24.0,4.04,4.64,1.81
Chickpea,2016,October,27,29,19,22.11,130.6,55.2,16.8,4.62,1.99,2.09
Sorghum,2020,June,37,53,22,27.18,457.0,64.0,19.5,4.15,4.66,4.02
Cotton,2021,June,49,60,27,28.62,435.1,72.1,21.8,6.62,5.18,3.21
Cotton,2005,August,50,52,30,25.78,528.2,78.8,20.2,5.55,4.29,2.91
Chickpea,2014,November,32,29,19,22.84,184.4,54.3,14.7,3.83,2.03,1.75
Sorghum,2014,June,34,40,15,26.91,520.4,68.7,16.5,5.28,3.08,3.06
Soybean,2006,July,36,42,10,27.2,546.1,71.8,25.8,3.61,3.78,2.46
Chickpea,2013,November,21,42,26,20.91,189.8,64.8,11.6,2.57,2.59,1.61
Groundnut,2017,June,40,51,19,27.85,493.3,70.4,10.6,4.88,5.55,4.18
Paddy,2020,July,32,48,27,26.55,873.4,83.9,32.6,7.82,6.9,4.77
Soybean,2022,July,25,45,14,32.43,644.9,72.2,23.0,5.73,3.27,1.48
Maize,2023,June,25,38,20,23.69,402.2,61.7,17.2,4.91,5.53,3.63
Chickpea,2016,October,31,38,19,23.12,235.3,65.0,23.0,2.08,2.02,2.17
Soybean,2012,June,40,48,16,28.64,519.7,63.7,11.8,3.7,4.39,2.4
Chickpea,2021,November,31,44,18,21.99,156.0,72.6,22.8,2.2,1.64,1.87
Sorghum,2019,July,31,57,15,33.02,588.2,65.6,32.7,5.36,3.3,2.21
Paddy,2014,July,36,50,31,27.55,747.7,75.9,38.6,7.26,6.2,5.24
Soybean,2019,June,28,43,13,20.26,514.1,81.0,21.0,3.69,4.3,2.31
Chickpea,2019,October,23,32,18,22.93,115.3,62.1,19.5,3.47,2.36,1.68
Sorghum,2011,July,29,42,23,20.86,273.6,59.9,17.0,4.83,3.91,2.87
Paddy,2017,August,31,52,17,26.79,810.8,77.7,36.3,8.36,5.84,5.11
Cotton,2021,August,51,68,33,28.13,341.7,69.2,14.7,5.11,5.56,5.92
Paddy,2013,August,44,72,32,27.04,890.5,83.5,24.7,10.05,7.79,5.75
Paddy,2012,August,28,50,26,26.11,766.7,71.5,35.8,9.6,9.02,5.75
Cotton,2024,July,43,71,25,30.82,576.4,81.5,24.3,7.34,5.55,3.61
Maize,2022,July,24,39,19,30.5,465.7,71.4,9.9,4.7,4.14,3.87
Paddy,2017,August,34,59,39,25.92,907.9,74.7,38.5,6.41,8.36,6.83
Cotton,2020,August,44,50,27,29.63,267.2,77.3,10.4,5.79,5.93,3.98
Sorghum,2013,July,42,52,26,28.19,650.5,78.1,18.3,4.26,3.09,2.71
Groundnut,2016,June,38,49,14,26.76,476.5,92.7,28.4,2.61,4.07,2.82
Cotton,2016,June,43,56,25,31.24,514.5,80.4,11.5,5.85,3.23,4.46
Soybean,2010,June,34,36,16,28.25,576.2,75.0,20.5,2.95,2.86,1.47
Cotton,2023,July,34,52,32,27.23,774.2,77.6,23.3,7.03,4.54,5.19
Cotton,2011,July,43,73,18,28.35,841.4,76.9,21.2,4.81,6.34,3.85
Sorghum,2007,July,52,51,22,30.97,379.2,75.2,18.9,4.98,4.35,3.19
Soybean,2020,July,37,43,15,28.04,753.8,76.5,32.4,5.89,3.64,2.65
Paddy,2022,July,44,61,35,26.65,832.3,82.9,37.6,9.55,8.11,7.64
Chickpea,2020,October,28,30,23,25.14,131.0,51.3,19.9,3.58,2.06,1.44
Soybean,2011,July,30,53,13,24.64,440.2,68.4,10.7,4.51,2.85,2.36
Chickpea,2008,October,31,46,24,26.42,299.7,56.4,20.2,3.97,1.74,1.99
Chickpea,2012,October,24,38,18,21.46,264.8,56.2,22.5,2.98,2.5,2.69
Paddy,2017,June,30,57,29,27.15,870.4,77.5,28.0,5.47,6.75,5.08
Soybean,2017,July,27,42,12,24.28,380.3,73.3,34.3,5.28,4.23,3.5
Cotton,2021,July,41,70,26,27.95,833.6,68.5,13.9,8.43,5.04,3.73
Paddy,2021,July,25,46,25,25.7,1086.7,79.4,28.3,8.0,6.88,5.79
Paddy,2009,August,32,56,27,25.1,981.4,81.0,26.7,7.8,5.86,4.64
Maize,2010,July,31,31,20,24.01,362.7,67.3,25.7,5.27,4.83,2.21
Maize,2023,July,26,46,18,24.93,565.4,71.4,21.5,5.53,4.04,3.77
Soybean,2017,July,27,38,12,30.13,596.6,72.7,24.8,5.93,3.53,2.92
Groundnut,2018,June,33,48,19,27.69,686.3,68.3,10.6,3.79,3.65,3.37
Cotton,2008,June,41,55,28,29.24,765.9,62.8,19.6,6.67,6.1,2.95
Cotton,2011,July,34,63,29,25.41,927.0,70.7,17.2,6.0,3.58,4.87
Maize,2012,June,35,53,23,25.9,274.4,70.4,25.9,3.52,5.4,3.85
Soybean,2017,July,33,44,18,26.85,654.8,73.1,19.0,4.23,4.31,1.86
Sorghum,2010,June,28,51,22,25.75,541.0,69.0,17.6,3.67,3.7,2.83
Paddy,2010,August,29,55,27,25.31,732.3,86.0,24.1,8.86,8.01,6.26
Cotton,2007,June,45,52,24,29.33,477.4,69.5,19.5,6.19,4.16,4.68
Paddy,2007,July,36,51,28,24.33,1146.1,83.5,28.1,8.3,6.75,5.25
Paddy,2017,June,30,56,9,27.56,869.7,73.1,36.3,10.02,4.85,5.4
Groundnut,2006,June,22,40,20,26.84,401.4,70.2,20.6,6.2,4.36,3.38
Soybean,2020,July,34,52,16,28.61,562.1,69.9,25.2,4.29,3.8,3.28
Cotton,2010,June,40,58,29,35.5,736.1,69.2,20.6,5.5,4.77,4.06
Sorghum,2012,July,41,53,18,32.97,324.6,75.7,21.4,3.52,2.22,1.71
Cotton,2012,June,50,52,33,30.49,551.9,62.7,24.2,6.16,5.0,5.0
Cotton,2010,July,41,56,37,32.37,403.5,76.1,20.8,6.77,6.11,4.3
Paddy,2018,July,37,46,17,28.34,1065.2,73.8,27.5,8.33,7.58,4.42
Soybean,2007,June,31,63,8,23.02,427.5,73.8,24.0,4.43,3.1,2.43
Maize,2014,June,18,30,18,26.37,294.4,75.4,23.7,6.98,3.68,4.34
Soybean,2007,June,28,57,18,24.04,566.6,68.2,16.2,3.99,3.9,2.56
Chickpea,2016,October,26,46,15,25.58,177.1,68.0,15.8,2.93,3.4,1.79
Paddy,2021,June,32,56,22,24.89,829.2,76.1,24.4,6.31,6.99,3.77
Cotton,2009,August,38,54,38,32.75,546.3,60.5,28.3,7.07,3.97,3.08
Cotton,2024,August,41,63,32,30.65,574.5,67.0,22.4,5.87,3.77,3.42
Chickpea,2013,November,30,31,17,19.54,227.3,66.1,12.6,2.65,3.04,2.22
Maize,2024,July,23,46,17,27.05,421.6,76.6,27.8,5.26,4.27,3.42
Chickpea,2011,November,17,44,21,22.76,242.6,71.8,20.2,3.23,2.2,2.42
Cotton,2008,August,45,65,35,30.17,392.8,65.4,10.5,7.5,3.17,4.26
Cotton,2017,June,41,69,36,33.38,629.0,69.5,26.0,4.47,4.85,3.79
Paddy,2017,June,37,60,33,27.65,690.5,75.9,30.2,7.72,6.05,5.38
Paddy,2014,June,43,66,28,27.18,864.1,80.5,40.0,7.74,6.73,7.03
Sorghum,2022,June,29,45,12,27.82,705.6,71.4,16.6,5.34,2.87,3.34
Maize,2021,July,27,33,24,21.44,476.9,74.2,21.8,3.77,5.26,2.92
Sorghum,2024,June,31,48,26,27.05,679.9,60.9,27.3,4.96,2.66,2.99
Sorghum,2024,June,40,52,29,28.0,360.0,50.6,18.4,4.5,4.04,2.44
Soybean,2017,June,35,42,9,34.11,463.9,63.1,23.6,4.39,4.36,2.48
Sorghum,2021,July,20,39,24,27.92,313.1,78.7,20.0,3.02,3.63,3.11
Groundnut,2008,June,23,52,27,26.29,558.6,72.4,23.7,4.26,4.29,2.63
Soybean,2005,July,31,41,13,29.4,574.0,72.3,21.1,4.42,4.53,2.8
Sorghum,2005,June,36,60,22,23.61,407.0,63.2,19.6,4.97,2.06,3.65
Maize,2019,June,23,28,26,24.15,630.3,63.2,15.7,3.72,3.15,2.45
Chickpea,2017,October,26,36,23,22.46,296.4,70.4,16.3,3.32,2.73,1.92
Chickpea,2021,October,22,50,21,25.68,225.8,63.7,18.9,3.82,2.64,2.22
Paddy,2012,June,45,55,17,29.36,628.5,75.5,38.3,7.6,6.43,6.25
Soybean,2022,June,27,41,10,28.06,494.0,72.5,17.1,4.85,3.34,3.24
Groundnut,2017,June,19,50,22,26.37,664.6,79.1,29.5,6.35,4.68,3.28
Maize,2018,July,31,45,19,28.01,580.8,73.1,28.4,4.96,4.39,3.3
Groundnut,2012,June,27,53,22,27.05,440.3,72.7,21.3,5.18,4.09,3.28
Cotton,2012,June,45,62,28,33.19,644.1,76.4,10.4,5.76,5.51,3.2
Soybean,2019,June,38,48,11,24.94,743.1,69.7,16.9,5.45,3.7,1.49
Paddy,2017,August,44,49,34,26.17,1212.9,84.5,31.0,6.5,6.14,5.76
Groundnut,2011,June,31,47,11,28.93,417.7,70.3,17.6,5.26,4.61,4.08
Paddy,2009,July,35,53,22,28.06,1124.9,79.2,41.2,7.45,9.15,6.4
Groundnut,2021,June,16,70,15,29.42,576.2,74.3,20.4,4.62,3.69,3.91
Chickpea,2020,October,25,32,20,23.81,313.1,77.2,21.0,2.28,2.76,2.37
